name,city,state,county,phone,address,licences,capacity,licensedBy,outOfState,source
Premier Cooperative - IL,Royal,IL,,217-583-3105,,,,,,barchart
Premier Cooperative - IL,Royal,IL,,217-569-2155,,,,,,barchart
Premier Cooperative - IL,Royal,IL,,217-776-2255,,,,,,barchart
Premier Cooperative - IL,Royal,IL,,217-568-7374,,,,,,barchart
Premier Cooperative - IL,Royal,IL,,217-397-2245,,,,,,barchart
Premier Cooperative - IL,Sadorus,IL,,217-598-2312,,,,,,barchart
Premier Cooperative - IL,Sidney,IL,, 217-469-7600,,,,,,barchart
Premier Cooperative - IL,Sidney,IL,,217-688-2307,,,,,,barchart
Premier Cooperative - IL,Sidney,IL,,217-834-3395,,,,,,barchart
Premier Cooperative - IL,Thomasboro,IL,,217-643-3215,,,,,,barchart
Premier Cooperative - IL,Thomasboro,IL,,217-643-6515,,,,,,barchart
Premier Cooperative - IL,Tolono,IL,,217-485-3133,,,,,,barchart
Premier Cooperative - IL,Tolono,IL,,217-356-2615,,,,,,barchart
Premier Cooperative - IL,Tolono,IL,,217-485-6630,,,,,,barchart
Primient Grain,Coles,IL,,217-234-2755,,,,,,barchart
Primient Grain,Cowden,IL,,217-783-2131 ,,,,,,barchart
Primient Grain,Decatur,IL,,1-800-442-8852,,,,,,barchart
Primient Grain,FINDLAY,IL,,2177568525,,,,,,barchart
Primient Grain,Farmer City,IL,,309-928-9431,,,,,,barchart
Primient Grain,Heyworth,IL,,800-322-4613,,,,,,barchart
Primient Grain,Le Roy,IL,,7654131017,,,,,,barchart
Primient Grain,Mattoon,IL,,217-234-3529,,,,,,barchart
Primient Grain,Sheldon,IL,,815-429-3888,,,,,,barchart
Primient Grain,Wapella,IL,,800-462-4084	,,,,,,barchart
Primient Grain,Watseka,IL,,815-432-4169,,,,,,barchart
Primient Grain,Watseka,IL,,815-432-4169,,,,,,barchart
"Ramsey Grain, Inc.",Rochester,IL,,217-498-7213,,,,,,barchart
Randolph Cooperative Grain Co.,Heyworth,IL,,309-473-2001,,,,,,barchart
RCM Co-op,Athens,IL,,217-636-7171,,,,,,barchart
RCM Co-op,Mechanicsburg,IL,,217-364-4438,,,,,,barchart
RCM Co-op,Pleasant Plains,IL,,217-626-1331,,,,,,barchart
RCM Co-op,Riverton,IL,,2176295971,,,,,,barchart
"Remington Seeds, LLC- Geneseo, IL",Geneseo,IL,Henry,(309) 944-5332,600 East Exchange Street,dealer+warehouse,,,,registry-mo
"Remington Seeds, LLC- Lincoln, IL",Lincoln,IL,Logan,(217) 735-4488,1615 SR -10,dealer+warehouse,,,,registry-mo
"Remington Seeds, LLC- Ridgway, IL",Ridgway,IL,Gallatin,(618) 272-3321,305 W Main StreetPO Box 100,dealer+warehouse,,,,registry-mo
River Valley Cooperative,Bradford,IL,,309-897-7491,,,,,,barchart
River Valley Cooperative,Hennepin,IL,,(815) 925-7300,,,,,,barchart
River Valley Cooperative,Princeton,IL,,(815) 876-2900,,,,,,barchart
"ROVEY SPECIALTY GRAINS, LLC",FARMERSVILLE,IL,,,,dealer,"1,000,000",,,registry-ne
Ruff Brothers Grain,Ancona,IL,,N/A,,,,,,barchart
Ruff Brothers Grain,Blackstone,IL,, 815-265-6720,,,,,,barchart
Ruff Brothers Grain,Gridley,IL,,815-265-6717,,,,,,barchart
Ruff Brothers Grain,Leonore,IL,,815-265-6716,,,,,,barchart
Ruff Brothers Grain,Long Point,IL,,815-854-2211,,,,,,barchart
Ruff Brothers Grain,Lowpoint,IL,,309-443-5091,,,,,,barchart
Ruff Brothers Grain,Minonk,IL,,N/A,,,,,,barchart
Ruff Brothers Grain,Rutland,IL,,815-863-5014,,,,,,barchart
Scott Equity Exchange,Decatur,IL,,419-622-6151,,,,,,barchart
Seatonville Elevator Co,Hennepin,IL,,815-925-9590,,,,,,barchart
Seatonville Elevator Co,Spring Valley,IL,,815-894-2013,,,,,,barchart
Sorells Farm Supply,Raymond,IL,,217-229-3412,,,,,,barchart
Stanford Grain Company,Stanford,IL,,309-379-2141,,,,,,barchart
Stephenson Service Company,Lena,IL,,815-809-2667,,,,,,barchart
Stephenson Service Company,Lena,IL,,(815) 809-2667,,,,,,barchart
Stephenson Service Company,Pearl City,IL,,815-809-2667,,,,,,barchart
Tettens Grain,Hennepin,IL,,N/A,,,,,,barchart
Tettens Grain,Princeton,IL,,N/A,,,,,,barchart
The Equity,Chrisman,IL,,217-269-2841,,,,,,barchart
The Equity,Martinsville,IL,,217-382-5722,,,,,,barchart
The Equity,Strasburg,IL,,217-644-2266,,,,,,barchart
The Equity,Westfield,IL,,217-967-5225,,,,,,barchart
The Mennel Milling Company,Mt. Olive,IL,,217-999-2161,,,,,,barchart
The Scoular Company,Palmyra,IL,,217-435-2361,,,,,,barchart
The Scoular Company,Pisgah,IL,, 217-243-7511,,,,,,barchart
The Scoular Company,Waverly,IL,,2174352361,,,,,,barchart
The Scoular Company,Waverly,IL,,217-435-2361,,,,,,barchart
The Sorghum Company LLC,Irvington,IL,Washington,(618) 301-0303,104 Superior Street,dealer+warehouse,,,,registry-mo
Top Flight Grain Co-operative, Monticello,IL,,217-762-2163,,,,,,barchart
Top Flight Grain Co-operative,Atlanta,IL,,217-648-2318,,,,,,barchart
Top Flight Grain Co-operative,Bement,IL,,217-678-2261,,,,,,barchart
Top Flight Grain Co-operative,Cisco,IL,,217-669-2141,,,,,,barchart
Top Flight Grain Co-operative,Decatur,IL,,217-762-2163,,,,,,barchart
Top Flight Grain Co-operative,Decatur,IL,,N/A,,,,,,barchart
Top Flight Grain Co-operative,Havana,IL,,13095432267,,,,,,barchart
Top Flight Grain Co-operative,LaPlace,IL,,217-677-2111,,,,,,barchart
Top Flight Grain Co-operative,Lincoln,IL,,217-732-4277,,,,,,barchart
Top Flight Grain Co-operative,Lincoln,IL,,217-735-1178,,,,,,barchart
Top Flight Grain Co-operative,Maroa,IL,,217-794-2240,,,,,,barchart
Top Flight Grain Co-operative,Milmine,IL,,217-763-6311,,,,,,barchart
Top Flight Grain Co-operative,Pierson,IL,,217-615-1349,,,,,,barchart
Top Flight Grain Co-operative,Seymour,IL,,217-687-4540,,,,,,barchart
Top Flight Grain Co-operative,Waynesville,IL,,217-949-3941,,,,,,barchart
Total Grain Marketing,Arcola,IL,,N/A,,,,,,barchart
Total Grain Marketing,Cadwell,IL,,N/A,,,,,,barchart
Total Grain Marketing,Casey,IL,,N/A,,,,,,barchart
Total Grain Marketing,Champaign,IL,,N/A,,,,,,barchart
Total Grain Marketing,Charleston,IL,,N/A,,,,,,barchart
Total Grain Marketing,Hillsboro,IL,,N/A,,,,,,barchart
Total Grain Marketing,Ingraham,IL,,N/A,,,,,,barchart
Total Grain Marketing,Kansas,IL,,N/A,,,,,,barchart
Total Grain Marketing,Lovington,IL,,(217) 873-4301,,,,,,barchart
Total Grain Marketing,Neoga,IL,,(217) 895-2217,,,,,,barchart
Total Grain Marketing,Shelbyville,IL,,(217) 774-2888,,,,,,barchart
Total Grain Marketing,Shelbyville,IL,,(217) 774-3901,,,,,,barchart
Total Grain Marketing,Windsor,IL,,(217) 459-2711,,,,,,barchart
Tremont Co-operative Grain Co.,Pekin,IL,,N/A,,,,,,barchart
Tri Central Coop,Ashkum,IL,,815-698-2213,,,,,,barchart
Viserion Grain Company,Savanna,IL,,N/A,,,,,,barchart
WAGNER'S LLC SHAFER SEED COMPANY,MILFORD,IL,,,,dealer+warehouse,,,,registry-sd
Western Grain Marketing - FS,Arenzville,IL,,(217) 997-5538,,,,,,barchart
Western Grain Marketing - FS,Ashland,IL,,N/A,,,,,,barchart
Western Grain Marketing - FS,Ashland,IL,,N/A,,,,,,barchart
Western Grain Marketing - FS,Beardstown,IL,,2179093004,,,,,,barchart
Western Grain Marketing - FS,Beardstown,IL,,2179093004,,,,,,barchart
Western Grain Marketing - FS,Bluff Springs,IL,,N/A,,,,,,barchart
Western Grain Marketing - FS,Chandlerville,IL,,N/A,,,,,,barchart
Western Grain Marketing - FS,Chapin,IL,,N/A,,,,,,barchart
Western Grain Marketing - FS,Creve Coeur,IL,,N/A,,,,,,barchart
Western Grain Marketing - FS,Easton,IL,,(309) 640-0167,,,,,,barchart
Western Grain Marketing - FS,Easton,IL,,3096400854,,,,,,barchart
Western Grain Marketing - FS,Fiatt,IL,,(309) 789-6203,,,,,,barchart
Western Grain Marketing - FS,Forest City,IL,,N/A,,,,,,barchart
Western Grain Marketing - FS,Havana,IL,,N/A,,,,,,barchart
Western Grain Marketing - FS,Havana,IL,,N/A,,,,,,barchart
Western Grain Marketing - FS,Havana,IL,,N/A,,,,,,barchart
Western Grain Marketing - FS,Manito,IL,,N/A,,,,,,barchart
Western Grain Marketing - FS,Meredosia,IL,,2179093004,,,,,,barchart
Western Grain Marketing - FS,Naples,IL,,N/A,,,,,,barchart
Western Grain Marketing - FS,Pekin,IL,,N/A,,,,,,barchart
Western Grain Marketing - FS,Petersburg,IL,,(217) 632-7307,,,,,,barchart
Western Grain Marketing - FS,Pittsfield,IL,,217-909-3004,,,,,,barchart
Western Grain Marketing - FS,Rushville,IL,,N/A,,,,,,barchart
Western Grain Marketing - FS,South Jacksonville,IL,,217-243-0509,,,,,,barchart
Western Grain Marketing - FS,Tallula,IL,,N/A,,,,,,barchart
Western Grain Marketing - FS,Virginia,IL,,N/A,,,,,,barchart
Wheatfield Grain,Crescent City,IL,,(815) 683 2105,,,,,,barchart
ADM Animal Nutrition (Bluffton),Bluffton,IN,Wells,,,dealer+warehouse,,,,registry-in
ADM Grain,Attica,IN,,765-762-6763,,,,,,barchart
ADM Grain,Beech Grove,IN,,800-382-5022,,,,,,barchart
ADM Grain,Beech Grove,IN,,317-783-3321,,,,,,barchart
ADM Grain,Frankfort,IN,,765-654-4411,,,,,,barchart
ADM Grain,Logansport,IN,,574-753-0561,,,,,,barchart
ADM Grain,Parr,IN,,219-866-8244,,,,,,barchart
ADM Grain,Swanington,IN,,765-884-0290,,,,,,barchart
ADM Grain Company,Attica,IN,Fountain,,,dealer+warehouse,,,,registry-in
ADM Grain Company,Brookston,IN,White,,,dealer+warehouse,,,,registry-in
ADM Grain Company,Evansville,IN,Vanderburgh,,,dealer+warehouse,,,,registry-in
ADM Grain Company,Fowler,IN,Benton,,,dealer+warehouse,,,,registry-in
ADM Grain Company,Frankfort,IN,Clinton,,,dealer+warehouse,,,,registry-in
ADM Grain Company,Indianapolis,IN,Marion,,,dealer+warehouse,,,,registry-in
ADM Grain Company,Laotto,IN,Noble,,,dealer+warehouse,,,,registry-in
ADM Grain Company,Logansport,IN,Cass,,,dealer+warehouse,,,,registry-in
ADM Grain Company,Montpelier,IN,Blackford,,,dealer+warehouse,,,,registry-in
ADM Grain Company,Newburgh,IN,Warrick,,,dealer+warehouse,,,,registry-in
ADM Grain Company,Rensselaer,IN,Jasper,,,dealer+warehouse,,,,registry-in
ADM Grain Company,Rockport,IN,Spencer,,,dealer+warehouse,,,,registry-in
ADM Grain Company Mt.,Vernon,IN,Posey,,,dealer+warehouse,,,,registry-in
ADM Grain Company New,Haven,IN,Allen,,,dealer+warehouse,,,,registry-in
ADM Grain Company State,Line,IN,Warren,,,dealer+warehouse,,,,registry-in
ADM Milling Company Beech,Grove,IN,Marion,,,dealer+warehouse,,,,registry-in
ADM Milling Company Mt.,Vernon,IN,Posey,,,dealer+warehouse,,,,registry-in
"Advanced Ag Resources, Inc.",Wabash,IN,Wabash,,,dealer+warehouse,,,,registry-in
"Ag Plus, Inc.",Churubusco,IN,Whitley,,,dealer+warehouse,,,,registry-in
"Ag Plus, Inc.",Garrett,IN,DeKalb,,,dealer+warehouse,,,,registry-in
"Ag Plus, Inc.",Monroeville,IN,Allen,,,dealer+warehouse,,,,registry-in
"Ag Plus, Inc.",Woodburn,IN,Allen,,,dealer+warehouse,,,,registry-in
"Ag Plus, Inc.",Woodburn,IN,,260-632-4284,,,,,,barchart
"Ag Plus, Inc. Columbia",City,IN,Whitley,,,dealer+warehouse,,,,registry-in
"Ag Plus, Inc. South",Whitley,IN,Whitley,,,dealer+warehouse,,,,registry-in
"Ag Production Enterprises, Inc.",Columbus,IN,Bartholomew,,,dealer+warehouse,,,,registry-in
"Ag Production Enterprises, Inc.",Greensburg,IN,Decatur,,,dealer+warehouse,,,,registry-in
"Ag Production Enterprises, Inc.",Milroy,IN,Rush,,,dealer+warehouse,,,,registry-in
"AgReliant Genetics, LLC",Westfield,IN,Hamilton,,,dealer+warehouse,,,,registry-in
Agrex Inc,Peru,IN,,(219) 843-8448,,,,,,barchart
"Alliance Feed, LLC Columbia",City,IN,Whitley,,,dealer+warehouse,,,,registry-in
"Anson Farm Services, LLC",Winslow,IN,Pike,,,dealer+warehouse,,,,registry-in
"Anson Farm Services, LLC Monroe",City,IN,Knox,,,dealer+warehouse,,,,registry-in
"Avilla Grain, Inc.",Avilla,IN,Noble,,,dealer+warehouse,,,,registry-in
Azalia Elevator Inc.,Waldron,IN,,765-525-6672,,,,,,barchart
"Azalia Elevator, Inc.",Elizabethtown,IN,Bartholomew,,,dealer+warehouse,,,,registry-in
"Azteca Milling, LP",Evansville,IN,Vanderburgh,,,dealer+warehouse,,,,registry-in
"Barnyard Jack, LLC (dba Graham Feed Company) Terre",Haute,IN,Vigo,,,dealer+warehouse,,,,registry-in
"Bear Branch Supply, Inc.",Dillsboro,IN,Ohio,,,dealer+warehouse,,,,registry-in
"Becks Superior Hybrids, Inc.",Atlanta,IN,Hamilton,,,dealer+warehouse,,,,registry-in
"Berne Hi-Way Hatchery, Inc.",Berne,IN,Adams,,,dealer+warehouse,,,,registry-in
"Boswell Chase Grain, Inc.",Boswell,IN,Benton,,,dealer+warehouse,,,,registry-in
"Boswell Chase Grain, Inc.",Boswell,IN,,765-869-5527,,,,,,barchart
Bowman Agri-Corp,Lafontaine,IN,Wabash,,,dealer+warehouse,,,,registry-in
"Buck Creek Elevator, Inc. Buck",Creek,IN,Tippecanoe,,,dealer+warehouse,,,,registry-in
"Bundy Bros & Sons, Inc.",Medora,IN,Jackson,,,dealer+warehouse,,,,registry-in
"Bunge Milling, LLC",Worthington,IN,Greene,,,dealer+warehouse,,,,registry-in
"Bunge North America (East), LLC",Decatur,IN,Adams,,,dealer+warehouse,,,,registry-in
"Bunge North America (East), LLC",Indianapolis,IN,Marion,,,dealer+warehouse,,,,registry-in
"Bunge North America (East), LLC",Morristown,IN,Shelby,,,dealer+warehouse,,,,registry-in
"Bunge USA Grain, LLC",Ladoga,IN,Montgomery,,,dealer+warehouse,,,,registry-in
"Bunge USA Grain, LLC",Roachdale,IN,Putnam,,,dealer+warehouse,,,,registry-in
"Bunge USA Grain, LLC Terre",Haute,IN,Vigo,,,dealer+warehouse,,,,registry-in
"Cardinal Ethanol, LLC Union",City,IN,Randolph,,,dealer+warehouse,,,,registry-in
Cargill US,Dana,IN,,217-784-1980,,,,,,barchart
Cargill US,Indianapolis,IN,,800-358-7877,,,,,,barchart
Cargill US,Lafayette,IN,,765-420-0999,,,,,,barchart
Cargill US,Linden,IN,,800-358-7877,,,,,,barchart
Cargill US,Tipton,IN,,765-415-5004,,,,,,barchart
"Cargill, Incorporated",Dana,IN,Vermillion,,,dealer+warehouse,,,,registry-in
"Cargill, Incorporated",Hammond,IN,Lake,,,dealer+warehouse,,,,registry-in
"Cargill, Incorporated",Indianapolis,IN,Marion,,,dealer+warehouse,,,,registry-in
"Cargill, Incorporated",Lafayette,IN,Tippecanoe,,,dealer+warehouse,,,,registry-in
"Cargill, Incorporated",Linden,IN,Montgomery,,,dealer+warehouse,,,,registry-in
"Cargill, Incorporated",Mentone,IN,Kosciusko,,,dealer+warehouse,,,,registry-in
"Cargill, Incorporated",Portage,IN,Porter,,,dealer+warehouse,,,,registry-in
"Cargill, Incorporated",Tipton,IN,Tipton,,,dealer+warehouse,,,,registry-in
"Cayuga Grain, Inc.",Cayuga,IN,Vermillion,,,dealer+warehouse,,,,registry-in
"Centennial Grain, LLC",Kingman,IN,Fountain,,,dealer+warehouse,,,,registry-in
Ceres Midland,Swayzee,IN,,765-922-7474,,,,,,barchart
Ceres Midland,Swayzee,IN,,7569227458,,,,,,barchart
"Ceres Midland, Inc.",Fairmount,IN,Grant,,,dealer+warehouse,,,,registry-in
"Ceres Midland, Inc.",Swayzee,IN,Grant,,,dealer+warehouse,,,,registry-in
"Cereserv, Inc.",Leesburg,IN,Kosciusko,,,dealer+warehouse,,,,registry-in
"CIE, LLC",Marion,IN,Grant,,,dealer+warehouse,,,,registry-in
"CIE, LLC-Hartley",Elwood,IN,Tipton,,,dealer+warehouse,,,,registry-in
"CIE, LLC-McGrawsville",Amboy,IN,Miami,,,dealer+warehouse,,,,registry-in
"CIE, LLC-Vermont",Kokomo,IN,Howard,,,dealer+warehouse,,,,registry-in
"Clinton Center Feed, Inc.",Goshen,IN,Elkhart,,,dealer+warehouse,,,,registry-in
"Clunette Elevator Company, Inc.",Leesburg,IN,Kosciusko,,,dealer+warehouse,,,,registry-in
"Commodity Blenders, LLC",Warren,IN,Huntington,,,dealer+warehouse,,,,registry-in
"ConAgra Foods Packaged Foods, LLC",Brookston,IN,White,,,dealer+warehouse,,,,registry-in
CONSOLIDATED GRAIN AND BARGE CO.,JEFFERSONVILLE,IN,,,,dealer+warehouse,,,,registry-sd
Consolidated Grain and Barge Company,Aurora,IN,Dearborn,,,dealer+warehouse,,,,registry-in
Consolidated Grain and Barge Company,Cynthiana,IN,Posey,,,dealer+warehouse,,,,registry-in
Consolidated Grain and Barge Company,Elizabethtown,IN,Bartholomew,,,dealer+warehouse,,,,registry-in
Consolidated Grain and Barge Company,Jeffersonville,IN,Clark,,,dealer+warehouse,,,,registry-in
Consolidated Grain and Barge Company,Madison,IN,Jefferson,,,dealer+warehouse,,,,registry-in
Consolidated Grain and Barge Company,Princeton,IN,Gibson,,,dealer+warehouse,,,,registry-in
Consolidated Grain and Barge Company,Waterloo,IN,DeKalb,,,dealer+warehouse,,,,registry-in
Consolidated Grain and Barge Company (dba Prairie Mills Products,Rochester,IN,Fulton,,,dealer+warehouse,,,,registry-in
Consolidated Grain and Barge Company Mt.,Vernon,IN,Posey,,,dealer+warehouse,,,,registry-in
"Cornerstone Ag Solutions, LLC-Bluffton Mill",Bluffton,IN,Wells,,,dealer+warehouse,,,,registry-in
"Countyline Milling, LLC",Carthage,IN,Rush,,,dealer+warehouse,,,,registry-in
Creative Green Solutions,Amboy,IN,,(765) 395-7744,,,,,,barchart
Creative Green Solutions,Elwood,IN,,(765) 552-7311,,,,,,barchart
Creative Green Solutions,Kokomo,IN,,(765) 469-2882,,,,,,barchart
Creative Green Solutions,Marion,IN,,?(888) 384-2676,,,,,,barchart
"Creighton Brothers, LLC",Atwood,IN,Kosciusko,,,dealer+warehouse,,,,registry-in
"Creighton Brothers, LLC Etna",Green,IN,Kosciusko,,,dealer+warehouse,,,,registry-in
"Crystal Springs Grain, LLC",Bargersville,IN,Johnson,,,dealer+warehouse,,,,registry-in
"Daily Feed & Grain, Inc.",Columbus,IN,Bartholomew,,,dealer+warehouse,,,,registry-in
Deatsman Grain Farms,Leesburg,IN,Kosciusko,,,dealer+warehouse,,,,registry-in
"Dennis Grain Company, Inc.",Huntington,IN,Huntington,,,dealer+warehouse,,,,registry-in
Edon Farmers Cooperative Association (dba South Milford Grain) South,Milford,IN,LaGrange,,,dealer+warehouse,,,,registry-in
Falmouth Farm Supply,Falmouth,IN,,N/A,,,,,,barchart
Falmouth Farm Supply,Glenwood,IN,,N/A,,,,,,barchart
"Falmouth Farm Supply, Inc.",Falmouth,IN,Fayette,,,dealer+warehouse,,,,registry-in
"Falmouth Farm Supply, Inc.",Glenwood,IN,Rush,,,dealer+warehouse,,,,registry-in
"Farbest Farms, Inc.",Dubois,IN,Dubois,,,dealer+warehouse,,,,registry-in
"Farbest Farms, Inc.",Jasper,IN,Dubois,,,dealer+warehouse,,,,registry-in
Farmers Cooperative Company,Wolcott,IN,White,,,dealer+warehouse,,,,registry-in
Farmers Grain & Feed Co-Farmers Grain of Lapel,Lapel,IN,Madison,,,dealer+warehouse,,,,registry-in
"Farmers Grain & Feed Co, Inc.-Farmers Grain of Maxwell",Maxwell,IN,Hancock,,,dealer+warehouse,,,,registry-in
"Farmers Grain & Feed Co, Inc.-Wolf Lake Feed & Farm Supply, Inc.",Albion,IN,Noble,,,dealer+warehouse,,,,registry-in
"Farmers Grain & Feed Co., Inc.",Kimmell,IN,Noble,,,dealer+warehouse,,,,registry-in
"Farmers Grain & Feed Co., Inc. Columbia",City,IN,Whitley,,,dealer+warehouse,,,,registry-in
Farmers Grain & Supply Company of Thornhope Star,City,IN,Pulaski,,,dealer+warehouse,,,,registry-in
"Fischer Food Grade, Inc.",Shelbyville,IN,Shelby,,,dealer+warehouse,,,,registry-in
"Frick Services, Inc.",Wawaka,IN,Noble,,,dealer+warehouse,,,,registry-in
Gemstone Ag,Greensburg,IN,,812-663-5175,,,,,,barchart
"Georges Grain Farm, Inc. Etna",Green,IN,Kosciusko,,,dealer+warehouse,,,,registry-in
"Global Harvest Foods, LLC",Reynolds,IN,White,,,dealer+warehouse,,,,registry-in
"Grain Craft, LLC",Worthington,IN,Greene,,,dealer+warehouse,,,,registry-in
Grain Processing Corporation,Washington,IN,Daviess,,,dealer+warehouse,,,,registry-in
"Greensburg Soy Processors, LLC",Greensburg,IN,Decatur,,,dealer+warehouse,,,,registry-in
"H & B Specialties, Inc.",Madison,IN,Jefferson,,,dealer+warehouse,,,,registry-in
"H & B Specialties, Inc.",Madison,IN,,877-626-1867,,,,,,barchart
Hanenkratt Grain,Idaville,IN,,(574) 943-3215,,,,,,barchart
Hanenkratt Grain,Monticello,IN,,574-583-5044,,,,,,barchart
"Hanenkratt Grain Company, Inc.",Idaville,IN,White,,,dealer+warehouse,,,,registry-in
"Harness Grain, LLC",Frankfort,IN,Carroll,,,dealer+warehouse,,,,registry-in
"Heartland Organics, LLC",LaGrange,IN,LaGrange,,,dealer+warehouse,,,,registry-in
"Hillcrest Grain, Inc.",Montgomery,IN,Daviess,,,dealer+warehouse,,,,registry-in
"Hog Slat, Inc.",Camden,IN,Carroll,,,dealer+warehouse,,,,registry-in
"Hog Slat, Inc.",Flora,IN,Carroll,,,dealer+warehouse,,,,registry-in
"Hoover Feed Service, Inc.",Goshen,IN,Elkhart,,,dealer+warehouse,,,,registry-in
"Hubner Farms, LLC West",Lebanon,IN,Warren,,,dealer+warehouse,,,,registry-in
"Huey Soil Service, Inc.",Sandborn,IN,Knox,,,dealer+warehouse,,,,registry-in
"Inco Grain, Ltd.",Goodland,IN,Newton,,,dealer+warehouse,,,,registry-in
"Inco Grain, Ltd.", Goodland,IN,,219-233-5975,,,,,,barchart
"Ingredion, Incorporated",Indianapolis,IN,Marion,,,dealer+warehouse,,,,registry-in
"IOM Grain, LLC",Portland,IN,Jay,,,dealer+warehouse,,,,registry-in
"Iroquois Bio-Energy Company, LLC",Rensselaer,IN,Jasper,,,dealer+warehouse,,,,registry-in
"J & A Feed Service, LLC",Pennville,IN,Jay,,,dealer+warehouse,,,,registry-in
J & A Grain,Greensburg,IN,Decatur,,,dealer+warehouse,,,,registry-in
Kent Grain,Plainville,IN,Daviess,,,dealer+warehouse,,,,registry-in
Kentland Elevator & Supply Inc.,Kentland ,IN,,219-474-5128,,,,,,barchart
"Kentland Elevator & Supply, Inc.",Kentland,IN,Newton,,,dealer+warehouse,,,,registry-in
Keystone Cooperative,Frankfort,IN,,765-654-6150,,,,,,barchart
Keystone Cooperative,Frankfort,IN,,765-249-2258,,,,,,barchart
Keystone Cooperative,New Castle,IN,,765-256-4711,,,,,,barchart
Keystone Cooperative,Reynolds,IN,,219-984-5682,,,,,,barchart
"Keystone Cooperative, Inc.",Indianapolis,IN,Marion,,,dealer+warehouse,,,,registry-in
"Keystone Cooperative, Inc. - Frankfort Grain",Frankfort,IN,Clinton,,,dealer+warehouse,,,,registry-in
"Keystone Cooperative, Inc. - Hagerstown Grain",Hagerstown,IN,Wayne,,,dealer+warehouse,,,,registry-in
"Keystone Cooperative, Inc. - Malden Grain",Valparaiso,IN,Porter,,,dealer+warehouse,,,,registry-in
"Keystone Cooperative, Inc. - Pershing Grain",Pershing,IN,Wayne,,,dealer+warehouse,,,,registry-in
"Keystone Cooperative, Inc. - Reynolds Feed",Reynolds,IN,White,,,dealer+warehouse,,,,registry-in
"Keystone Cooperative, Inc. - Scircleville Grain",Frankfort,IN,Clinton,,,dealer+warehouse,,,,registry-in
"Keystone Cooperative, Inc. - Union Mills Grain Union",Mills,IN,LaPorte,,,dealer+warehouse,,,,registry-in
"Knightstown Elevator, Inc.",Knightstown,IN,Henry,,,dealer+warehouse,,,,registry-in
"Knightstown Elevator, Inc.",Knightstown,IN,,N/A,,,,,,barchart
Kokomo Grain Co.,Amboy,IN,,(765) 395-7787,,,,,,barchart
Kokomo Grain Co.,Anderson,IN,,765-754-7541,,,,,,barchart
Kokomo Grain Co.,Edinburgh,IN,,(800) 284-2676,,,,,,barchart
Kokomo Grain Co.,Frankfort,IN,,765-236-4163,,,,,,barchart
Kokomo Grain Co.,Kokomo,IN,,(765) 457-7211,,,,,,barchart
Kokomo Grain Co.,Lafayette,IN,,(765) 457-7211,,,,,,barchart
Kokomo Grain Co.,Markleville,IN,,765-779-4404,,,,,,barchart
Kokomo Grain Co.,Winamac,IN,,(574) 946-6101,,,,,,barchart
"Kokomo Grain Company, Inc.",Amboy,IN,Miami,,,dealer+warehouse,,,,registry-in
"Kokomo Grain Company, Inc.",Anderson,IN,Madison,,,dealer+warehouse,,,,registry-in
"Kokomo Grain Company, Inc.",Burlington,IN,Carroll,,,dealer+warehouse,,,,registry-in
"Kokomo Grain Company, Inc.",Edinburgh,IN,Johnson,,,dealer+warehouse,,,,registry-in
"Kokomo Grain Company, Inc.",Kokomo,IN,Howard,,,dealer+warehouse,,,,registry-in
"Kokomo Grain Company, Inc.",Markleville,IN,Madison,,,dealer+warehouse,,,,registry-in
"Kokomo Grain Company, Inc.",Winamac,IN,Pulaski,,,dealer+warehouse,,,,registry-in
